NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
333,852,1713A46TEST0000000000013196,Keruing,19.5,82,62,72,7.94,,0
334,1155,1713A46TEST0000000000013499,Meranti Kuning,19.4,79,58,68,7.05,,0
335,2664,1713A46TEST0000000000015008,Keruing,18.7,59,40,49,3.53,,0
336,3332,1713A46TEST0000000000015676,Keruing,19,59,45,52,4.04,,0
337,2107,1713A46TEST0000000000014451,Keruing,20.5,70,55,62,6.19,,0
338,1377,1713A46TEST0000000000013721,Keruing,18.4,66,46,56,4.53,,0
339,1280,1713A46TEST0000000000013624,Meranti Merah,13.7,57,48,52,2.91,,0
340,2993,1713A46TEST0000000000015337,Keruing,11.7,100,82,91,7.61,,0
341,139,1713A46TEST0000000000012483,Keruing,10.2,58,52,55,2.42,,0
342,1558,1713A46TEST0000000000013902,Keruing,16.6,97,75,86,9.64,,0
343,1406,1713A46TEST0000000000013750,Keruing,17.4,72,53,62,5.25,,0
344,42,1713A46TEST0000000000012386,Mersawa,10.1,75,73,74,4.34,,0
345,1234,1713A46TEST0000000000013578,Meranti Merah,14,71,54,62,4.23,,0
346,1505,1713A46TEST0000000000013849,Meranti Merah,14.1,80,52,66,4.82,,0
347,816,1713A46TEST0000000000013160,Meranti Putih,19.8,96,68,82,10.26,10,1.9
348,1529,1713A46TEST0000000000013873,Meranti Merah,21.6,78,61,69,8.08,,0
349,920,1713A46TEST0000000000013264,Benuas,17.2,77,72,74,7.4,,0
350,2454,1713A46TEST0000000000014798,Benuas,14.4,68,52,60,4.07,,0
351,1263,1713A46TEST0000000000013607,Meranti Putih,17.9,77,75,76,8.12,,0
352,1115,1713A46TEST0000000000013459,Meranti Kuning,14.7,69,67,68,5.34,,0
353,941,1713A46TEST0000000000013285,Benuas,14.7,67,55,61,4.3,,0
354,2761,1713A46TEST0000000000015105,Benuas,20.9,86,60,73,8.75,,0
355,1068,1713A46TEST0000000000013412,Meranti Merah,15.3,68,59,63,4.77,,0
356,2855,1713A46TEST0000000000015199,Keruing,16.2,62,45,53,3.57,,0
357,3152,1713A46TEST0000000000015496,Benuas,15.1,89,70,79,6.96,17,5.9
358,2842,1713A46TEST0000000000015186,Keruing,17.3,71,55,63,5.39,,0
359,562,1713A46TEST0000000000012906,Lambin,18.3,63,47,55,4.35,,0
360,1901,1713A46TEST0000000000014245,Keruing,18.9,88,66,77,8.8,,0
361,2706,1713A46TEST0000000000015050,Keruing,17.8,63,43,53,3.93,,0
362,1646,1713A46TEST0000000000013990,Meranti Merah,15.7,102,82,92,10.44,,0
363,1060,1713A46TEST0000000000013404,Meranti Merah,18.5,63,43,53,4.08,,0
364,1426,1713A46TEST0000000000013770,Meranti Putih,20,72,56,64,6.43,,0
365,244,1713A46TEST0000000000012588,Benuas,15.3,72,56,64,4.92,,0
366,503,1713A46TEST0000000000012847,Keruing,20.5,72,51,61,5.99,,0
367,3055,1713A46TEST0000000000015399,Benuas,17.3,61,45,53,3.82,,0
368,470,1713A46TEST0000000000012814,Meranti Merah,16.1,59,41,50,3.16,,0
369,2823,1713A46TEST0000000000015167,Benuas,13.6,71,58,64,3.83,20,12.4
370,1133,1713A46TEST0000000000013477,Keruing,10.9,106,81,93,7.4,,0
371,1173,1713A46TEST0000000000013517,Keruing,19.7,69,43,56,4.85,,0
372,2380,1713A46TEST0000000000014724,Meranti Batu,16.6,72,58,65,5.51,,0
373,3026,1713A46TEST0000000000015370,Benuas,13.6,61,49,55,3,13,7.1
374,131,1713A46TEST0000000000012475,Benuas,10.8,84,69,76,4.51,19,8
375,138,1713A46TEST0000000000012482,Keruing,11.7,79,58,68,4.25,,0
376,1735,1713A46TEST0000000000014079,Keruing,20,58,45,51,4.09,,0
377,2587,1713A46TEST0000000000014931,Meranti Merah,14.3,70,52,61,4.18,,0
378,2318,1713A46TEST0000000000014662,Meranti Merah,19.4,77,56,66,6.64,,0
379,1610,1713A46TEST0000000000013954,Keruing,17.2,77,52,64,5.53,,0
380,3061,1713A46TEST0000000000015405,Keruing,20.7,77,56,66,7.08,,0
381,2111,1713A46TEST0000000000014455,Keruing,18,90,64,77,8.38,,0
382,2605,1713A46TEST0000000000014949,Meranti Merah,15.6,85,62,73,6.53,,0
383,413,1713A46TEST0000000000012757,Keruing,11,72,58,65,3.65,,0
384,698,1713A46TEST0000000000013042,Benuas,16.4,57,41,49,3.09,,0
385,469,1713A46TEST0000000000012813,Meranti Merah,17.9,57,39,48,3.24,,0
386,2951,1713A46TEST0000000000015295,Keruing,16,69,55,62,4.83,,0
387,1385,1713A46TEST0000000000013729,Meranti Merah,18.6,59,46,52,3.95,,0
388,1157,1713A46TEST0000000000013501,Meranti Merah,18.7,63,43,53,4.13,,0
389,2603,1713A46TEST0000000000014947,Meranti Merah,14.3,76,68,72,5.82,,0
390,1729,1713A46TEST0000000000014073,Meranti Merah,13.9,70,58,64,4.33,10,3.1
391,477,1713A46TEST0000000000012821,Benuas,17.3,63,53,58,4.57,,0
392,481,1713A46TEST0000000000012825,Meranti Batu,17.5,95,69,82,9.24,,0
393,3254,1713A46TEST0000000000015598,Keruing,15.4,54,42,48,2.79,,0
394,3326,1713A46TEST0000000000015670,Keruing,13.3,56,41,48,2.41,,0
395,1077,1713A46TEST0000000000013421,Benuas,20.7,67,55,61,6.05,,0
396,2871,1713A46TEST0000000000015215,Keruing,11.4,97,76,86,6.62,,0
397,326,1713A46TEST0000000000012670,Keruing,17.6,83,66,74,7.57,,0
398,2092,1713A46TEST0000000000014436,Keruing,19.2,82,66,74,8.26,,0
399,737,1713A46TEST0000000000013081,Meranti Merah,21.3,59,44,51,4.35,,0
400,1839,1713A46TEST0000000000014183,Keruing,17.3,75,58,66,5.92,,0
401,3341,1713A46TEST0000000000015685,Benuas,18.7,67,51,59,5.11,,0
402,3129,1713A46TEST0000000000015473,Keruing,16.1,68,51,59,4.4,,0
403,256,1713A46TEST0000000000012600,Meranti Merah,12.3,52,44,48,2.23,,0
404,1437,1713A46TEST0000000000013781,Meranti Putih,12.4,70,61,65,4.11,,0
405,2451,1713A46TEST0000000000014795,Meranti Merah,19.4,69,52,60,5.49,,0
406,2954,1713A46TEST0000000000015298,Benuas,16,61,52,56,2.86,26,27.4
407,1555,1713A46TEST0000000000013899,Keruing,14.9,85,62,73,6.24,,0
408,2746,1713A46TEST0000000000015090,Benuas,12.5,101,97,99,9.44,12,1.9
409,2434,1713A46TEST0000000000014778,Mersawa,15.3,55,41,48,2.77,,0
410,747,1713A46TEST0000000000013091,Benuas,10.7,113,100,106,9.21,15,2.5
411,675,1713A46TEST0000000000013019,Keruing,14,50,38,44,2.13,,0
412,724,1713A46TEST0000000000013068,Benuas,14.9,57,42,49,2.52,14,10.4
413,1790,1713A46TEST0000000000014134,Meranti Merah,9.7,76,60,68,3.14,20,11
414,1309,1713A46TEST0000000000013653,Meranti Merah,21.9,71,50,60,6.19,,0
415,1124,1713A46TEST0000000000013468,Keruing,14.8,89,80,84,7.87,15,4.1
416,1836,1713A46TEST0000000000014180,Keruing,16.8,88,65,76,7.62,,0
417,3293,1713A46TEST0000000000015637,Keruing,15.2,57,43,50,2.98,,0
418,2455,1713A46TEST0000000000014799,Meranti Kuning,17,61,50,55,4.04,,0
419,693,1713A46TEST0000000000013037,Benuas,15.5,60,43,51,3.17,,0
420,415,1713A46TEST0000000000012759,Keruing,17,71,57,64,5.47,,0
421,2521,1713A46TEST0000000000014865,Keruing,19.1,83,67,75,8.44,,0
422,1127,1713A46TEST0000000000013471,Keruing,11,60,51,55,2.61,,0
423,2948,1713A46TEST0000000000015292,Keruing,20.5,70,50,60,5.8,,0
424,1829,1713A46TEST0000000000014173,Meranti Batu,15.1,64,44,54,3.46,,0
425,2267,1713A46TEST0000000000014611,Keruing,20.6,66,45,55,4.89,,0
426,628,1713A46TEST0000000000012972,Keruing,19.7,72,47,59,5.39,,0
427,1168,1713A46TEST0000000000013512,Meranti Merah,18.6,63,43,53,4.1,,0
428,1745,1713A46TEST0000000000014089,Keruing,17.1,66,44,55,4.06,,0
429,683,1713A46TEST0000000000013027,Keruing,18.3,66,47,56,4.51,,0
430,145,1713A46TEST0000000000012489,Keruing,20.4,91,66,78,9.75,,0
431,2991,1713A46TEST0000000000015335,Keruing,20.2,63,46,54,4.63,,0
432,2741,1713A46TEST0000000000015085,Keruing,14.5,88,55,71,5.74,,0
433,1840,1713A46TEST0000000000014184,Keruing,20.2,62,45,53,4.46,,0
434,97,1713A46TEST0000000000012441,Keruing,21,70,42,56,5.17,,0
435,2297,1713A46TEST0000000000014641,Keruing,18.1,59,40,49,3.41,,0
436,1531,1713A46TEST0000000000013875,Meranti Merah,12.4,86,76,81,6.39,,0
437,2027,1713A46TEST0000000000014371,Keruing,18.2,77,62,69,6.28,17,7.7
438,3051,1713A46TEST0000000000015395,Keruing,14.8,55,40,47,2.57,,0
439,2730,1713A46TEST0000000000015074,Keruing,14.5,66,45,55,3.44,,0
440,1408,1713A46TEST0000000000013752,Meranti Merah,19.4,66,59,62,5.86,,0
441,793,1713A46TEST0000000000013137,Benuas,10.8,146,111,128,13.22,25,4.9
442,1506,1713A46TEST0000000000013850,Meranti Merah,16.1,105,83,94,11.17,,0
443,1022,1713A46TEST0000000000013366,Benuas,19.3,67,42,54,4.42,,0
444,3133,1713A46TEST0000000000015477,Meranti Merah,22.2,70,54,62,6.7,,0
445,2034,1713A46TEST0000000000014378,Meranti Merah,17.5,64,50,57,4.47,,0
446,422,1713A46TEST0000000000012766,Keruing,16,72,51,61,4.68,,0
447,820,1713A46TEST0000000000013164,Meranti Merah,14,87,73,80,7.04,,0
448,956,1713A46TEST0000000000013300,Keruing,19.8,79,52,65,6.57,,0
449,73,1713A46TEST0000000000012417,Benuas,15.6,59,47,53,3.44,,0
450,1517,1713A46TEST0000000000013861,Keruing,16.6,87,66,76,7.53,,0
451,2547,1713A46TEST0000000000014891,Keruing,12.2,61,51,56,3,,0
452,329,1713A46TEST0000000000012673,Keruing,18.2,82,53,67,6.42,,0
453,1871,1713A46TEST0000000000014215,Meranti Merah,14.6,101,83,92,9.71,,0
454,2334,1713A46TEST0000000000014678,Keruing,17.1,67,49,58,4.52,,0
455,1635,1713A46TEST0000000000013979,Keruing,14.7,53,42,47,2.55,,0
456,1738,1713A46TEST0000000000014082,Meranti Batu,16.3,58,45,51,3.33,,0
457,220,1713A46TEST0000000000012564,Keruing,16.5,92,72,82,8.71,,0
458,3059,1713A46TEST0000000000015403,Keruing,19.7,68,49,58,5.2,,0
459,1726,1713A46TEST0000000000014070,Keruing,20.7,60,46,53,4.57,,0
460,1394,1713A46TEST0000000000013738,Meranti Merah,20.4,76,61,68,7.41,,0
461,2774,1713A46TEST0000000000015118,Keruing,12.5,86,67,76,5.67,,0
462,2389,1713A46TEST0000000000014733,Keruing,20.8,68,47,57,5.31,,0
463,1536,1713A46TEST0000000000013880,Keruing,14,58,44,51,2.86,,0
464,2671,1713A46TEST0000000000015015,Meranti Merah,11.1,62,59,60,3.14,,0
465,2354,1713A46TEST0000000000014698,Meranti Merah,12.9,62,50,56,3.18,,0
466,1275,1713A46TEST0000000000013619,Meranti Merah,18.8,76,58,67,6.63,,0
467,2001,1713A46TEST0000000000014345,Keruing,14.8,67,50,58,3.91,,0
468,2810,1713A46TEST0000000000015154,Meranti Merah,14.9,81,69,75,6.58,,0
469,249,1713A46TEST0000000000012593,Meranti Batu,20.4,66,47,56,5.02,,0
470,2589,1713A46TEST0000000000014933,Meranti Merah,13.3,72,67,69,4.97,,0
471,368,1713A46TEST0000000000012712,Keruing,17.4,92,78,85,9.87,,0
472,2489,1713A46TEST0000000000014833,Meranti Putih,13.5,79,51,56,3.33,,0
473,442,1713A46TEST0000000000012786,Keruing,16.8,72,56,64,5.4,,0
474,316,1713A46TEST0000000000012660,Meranti Merah,15.2,70,56,63,4.74,,0
475,1983,1713A46TEST0000000000014327,Benuas,11.1,82,70,76,4.55,21,9.7
476,1665,1713A46TEST0000000000014009,Keruing,16.1,58,41,49,3.04,,0
477,1363,1713A46TEST0000000000013707,Keruing,15.8,94,77,85,8.97,,0
478,1079,1713A46TEST0000000000013423,Keruing,21.2,70,51,60,5.99,,0
479,2767,1713A46TEST0000000000015111,Keruing,17.8,64,53,58,4.7,,0
480,2360,1713A46TEST0000000000014704,Meranti Merah,17.1,64,50,57,4.36,,0
481,2480,1713A46TEST0000000000014824,Keruing,12.8,86,61,73,5.36,,0
482,625,1713A46TEST0000000000012969,Keruing,22.2,72,55,63,6.92,,0
483,2475,1713A46TEST0000000000014819,Keruing,19.7,67,43,55,4.68,,0
484,942,1713A46TEST0000000000013286,Mersawa,22.1,70,56,63,6.89,,0
485,25,1713A46TEST0000000000012369,Keruing,20.9,54,41,47,3.63,,0
486,2550,1713A46TEST0000000000014894,Lambin,9.8,74,71,72,3.99,,0
487,70,1713A46TEST0000000000012414,Benuas,16.6,77,61,69,6.21,,0
488,1864,1713A46TEST0000000000014208,Meranti Merah,21.3,95,72,83,11.52,,0
489,1039,1713A46TEST0000000000013383,Keruing,13,73,56,64,4.18,,0
490,514,1713A46TEST0000000000012858,Meranti Batu,21.2,72,54,63,6.61,,0
491,1581,1713A46TEST0000000000013925,Meranti Merah,12.6,78,62,70,4.85,,0
492,1701,1713A46TEST0000000000014045,Meranti Merah,12.5,76,62,69,4.67,,0
493,1716,1713A46TEST0000000000014060,Meranti Merah,15.8,73,59,66,5.41,,0
494,829,1713A46TEST0000000000013173,Meranti Batu,16.2,69,44,56,3.99,,0
495,672,1713A46TEST0000000000013016,Benuas,16,74,60,67,5,20,11.3
496,1399,1713A46TEST0000000000013743,Meranti Putih,11,70,60,65,3.65,,0
497,445,1713A46TEST0000000000012789,Keruing,18.8,66,53,59,5.14,,0
498,3023,1713A46TEST0000000000015367,Meranti Batu,19.3,67,55,61,5.64,,0
499,2283,1713A46TEST0000000000014627,Meranti Batu,17,63,51,57,4.34,,0
500,1704,1713A46TEST0000000000014048,Meranti Merah,14.7,61,50,55,3.49,,0
501,1051,1713A46TEST0000000000013395,Meranti Merah,19.7,105,80,92,13.1,,0
502,3004,1713A46TEST0000000000015348,Keruing,11.5,60,55,57,2.93,,0
503,2545,1713A46TEST0000000000014889,Keruing,8.6,67,62,64,2.77,,0
504,1195,1713A46TEST0000000000013539,Meranti Merah,14.3,81,72,76,6.49,,0
505,970,1713A46TEST0000000000013314,Meranti Merah,11.9,70,62,66,4.07,,0
506,1390,1713A46TEST0000000000013734,Meranti Merah,11.5,60,55,57,2.93,,0
507,118,1713A46TEST0000000000012462,Meranti Merah,13.9,47,41,44,2.11,,0
508,321,1713A46TEST0000000000012665,Keruing,16.8,67,51,59,4.59,,0
509,3227,1713A46TEST0000000000015571,Meranti Batu,15.6,67,52,59,4.27,,0
510,624,1713A46TEST0000000000012968,Keruing,20.3,57,38,47,3.52,,0
511,987,1713A46TEST0000000000013331,Keruing,18.8,101,68,84,10.42,,0
512,666,1713A46TEST0000000000013010,Keruing,19.6,72,55,63,6.11,,0
513,1344,1713A46TEST0000000000013688,Meranti Merah,10.9,96,77,86,6.33,,0
514,695,1713A46TEST0000000000013039,Meranti Putih,20.5,73,53,63,6.39,,0
515,1207,1713A46TEST0000000000013551,Keruing,21.6,72,45,58,5.71,,0
516,977,1713A46TEST0000000000013321,Meranti Merah,17,67,48,57,3.9,16,10
517,2984,1713A46TEST0000000000015328,Keruing,22.2,81,59,70,8.54,,0
518,1140,1713A46TEST0000000000013484,Meranti Merah,17.5,83,58,70,5.89,22,12.6
519,2908,1713A46TEST0000000000015252,Benuas,10.1,55,47,51,2.06,,0
520,705,1713A46TEST0000000000013049,Keruing,13.4,75,59,67,4.24,19,10.2
521,1126,1713A46TEST0000000000013470,Keruing,12.1,76,60,68,4.39,,0
522,1575,1713A46TEST0000000000013919,Meranti Putih,18.9,82,71,76,8.57,,0
523,150,1713A46TEST0000000000012494,Meranti Merah,13.8,73,57,65,4.58,,0
524,2335,1713A46TEST0000000000014679,Keruing,18.9,60,44,52,4.01,,0
525,860,1713A46TEST0000000000013204,Benuas,16.4,72,52,62,4.08,23,17.5
526,331,1713A46TEST0000000000012675,Keruing,17.6,68,46,57,4.49,,0
527,1934,1713A46TEST0000000000014278,Keruing,15.2,66,52,59,4.16,,0
528,2265,1713A46TEST0000000000014609,Keruing,22.2,65,43,54,5.08,,0
529,778,1713A46TEST0000000000013122,Keruing,21.6,64,45,54,4.95,,0
530,2275,1713A46TEST0000000000014619,Keruing,18.1,60,45,52,3.84,,0
531,1533,1713A46TEST0000000000013877,Keruing,14.7,81,67,74,6.32,,0
532,2472,1713A46TEST0000000000014816,Keruing,14.3,70,55,62,4.32,,0
533,2731,1713A46TEST0000000000015075,Keruing,19.1,55,40,47,3.31,,0
534,626,1713A46TEST0000000000012970,Keruing,21.5,82,55,68,7.81,,0
535,2743,1713A46TEST0000000000015087,Keruing,20,85,68,76,9.07,,0
536,1388,1713A46TEST0000000000013732,Meranti Merah,22.1,70,51,60,6.25,,0
537,1130,1713A46TEST0000000000013474,Benuas,10.8,100,89,94,7.49,,0
538,864,1713A46TEST0000000000013208,Meranti Merah,14.9,80,60,70,5.73,,0
539,82,1713A46TEST0000000000012426,Benuas,20.9,56,44,50,4.1,,0
540,2614,1713A46TEST0000000000014958,Keruing,20.3,74,54,64,6.53,,0
541,2710,1713A46TEST0000000000015054,Keruing,11.4,91,75,83,5.8,18,6
542,3229,1713A46TEST0000000000015573,Benuas,12,75,63,69,4.49,,0
543,2005,1713A46TEST0000000000014349,Benuas,18.3,60,43,51,3.74,,0
544,513,1713A46TEST0000000000012857,Keruing,20.5,71,46,58,5.42,,0
545,2157,1713A46TEST0000000000014501,Keruing,11.3,106,88,97,8.35,,0
546,3218,1713A46TEST0000000000015562,Keruing,15.8,68,50,59,4.32,,0
547,311,1713A46TEST0000000000012655,Meranti Merah,15.1,59,49,54,3.46,,0
548,2227,1713A46TEST0000000000014571,Meranti Merah,20.9,70,56,63,6.52,,0
549,646,1713A46TEST0000000000012990,Lambin,20.5,77,64,70,7.89,,0
550,3208,1713A46TEST0000000000015552,Keruing,13.4,59,43,51,2.6,10,4.9
551,2089,1713A46TEST0000000000014433,Keruing,12.4,70,54,62,3.74,,0
552,416,1713A46TEST0000000000012760,Meranti Batu,15.5,61,47,54,3.55,,0
553,595,1713A46TEST0000000000012939,Mersawa,16.7,64,51,57,4.26,,0
554,583,1713A46TEST0000000000012927,Meranti Kuning,12.5,53,51,52,2.65,,0
555,1637,1713A46TEST0000000000013981,Keruing,11.8,71,68,69,4.41,,0
556,2882,1713A46TEST0000000000015226,Meranti Merah,21,75,63,69,7.85,,0
557,3198,1713A46TEST0000000000015542,Keruing,16.8,71,54,62,5.07,,0
558,2763,1713A46TEST0000000000015107,Keruing,11.7,72,58,65,3.88,,0
559,3211,1713A46TEST0000000000015555,Keruing,10.8,76,60,68,3.92,,0
560,1997,1713A46TEST0000000000014341,Benuas,19.7,73,58,65,6.54,,0
561,3142,1713A46TEST0000000000015486,Keruing,15.8,58,42,50,3.1,,0
562,2485,1713A46TEST0000000000014829,Benuas,18.8,66,49,52,3.99,,0
563,1510,1713A46TEST0000000000013854,Keruing,20.5,76,49,62,6.19,,0
564,3156,1713A46TEST0000000000015500,Meranti Merah,18,74,48,61,4.8,16,8.8
565,65,1713A46TEST0000000000012409,Meranti Merah,19.9,68,56,62,6.01,,0
566,2403,1713A46TEST0000000000014747,Meranti Merah,16.1,74,58,66,5.51,,0
567,3017,1713A46TEST0000000000015361,Keruing,16,69,58,63,4.99,,0
568,1512,1713A46TEST0000000000013856,Benuas,19,56,46,51,3.88,,0
569,1618,1713A46TEST0000000000013962,Keruing,12,60,55,57,3.06,,0
570,2832,1713A46TEST0000000000015176,Meranti Merah,12.1,90,79,84,6.71,,0
571,1537,1713A46TEST0000000000013881,Meranti Merah,11.2,76,62,69,4.19,,0
572,871,1713A46TEST0000000000013215,Benuas,10.1,67,59,63,2.92,15,7.2
573,771,1713A46TEST0000000000013115,Meranti Merah,20.5,80,64,72,8.35,,0
574,964,1713A46TEST0000000000013308,Benuas,10.6,68,60,64,3.17,15,7
575,396,1713A46TEST0000000000012740,Benuas,17.6,60,51,55,4.18,,0
576,2344,1713A46TEST0000000000014688,Meranti Merah,18.9,78,60,69,7.07,,0
577,1144,1713A46TEST0000000000013488,Keruing,17.3,64,51,57,4.41,,0
578,997,1713A46TEST0000000000013341,Benuas,14.7,70,56,63,4.58,,0
579,1227,1713A46TEST0000000000013571,Meranti Merah,17.5,83,60,71,6.93,,0
580,3339,1713A46TEST0000000000015683,Keruing,21,84,60,72,8.55,,0
581,1925,1713A46TEST0000000000014269,Keruing,15.7,104,75,89,9.77,,0
582,1582,1713A46TEST0000000000013926,Meranti Merah,16.2,87,77,82,8.56,,0
583,2790,1713A46TEST0000000000015134,Benuas,10.7,61,49,55,2.39,12,6.1
584,1591,1713A46TEST0000000000013935,Keruing,14.4,58,49,53,3.18,,0
585,3173,1713A46TEST0000000000015517,Meranti Batu,14,87,65,76,6.35,,0
586,589,1713A46TEST0000000000012933,Keruing,20.3,76,53,64,6.53,,0
587,2764,1713A46TEST0000000000015108,Meranti Merah,16.9,60,50,55,3.85,10,4.2
588,2961,1713A46TEST0000000000015305,Benuas,17.1,60,44,52,3.63,,0
589,762,1713A46TEST0000000000013106,Meranti Merah,15.2,81,62,71,6.02,,0
590,2204,1713A46TEST0000000000014548,Meranti Merah,18.2,67,53,60,5.15,,0
591,2051,1713A46TEST0000000000014395,Keruing,21.7,79,55,67,7.65,,0
592,7,1713A46TEST0000000000012351,Meranti Merah,19.8,70,54,62,5.69,12,4.8
593,1069,1713A46TEST0000000000013413,Meranti Merah,21,70,54,62,6.34,,0
594,2101,1713A46TEST0000000000014445,Keruing,21.8,70,47,58,5.76,,0
595,948,1713A46TEST0000000000013292,Meranti Merah,19.7,77,60,68,7.15,,0
596,1414,1713A46TEST0000000000013758,Meranti Merah,13.6,69,61,65,4.51,,0
597,825,1713A46TEST0000000000013169,Keruing,19.5,66,46,56,4.8,,0
598,2346,1713A46TEST0000000000014690,Benuas,19.4,99,67,83,10.5,,0
599,122,1713A46TEST0000000000012466,Keruing,18.2,59,43,51,3.72,,0
600,2137,1713A46TEST0000000000014481,Benuas,13.2,105,87,96,9.55,,0
601,2053,1713A46TEST0000000000014397,Keruing,12.4,79,65,72,5.05,,0
602,1391,1713A46TEST0000000000013735,Meranti Merah,20.9,60,47,53,4.61,,0
603,387,1713A46TEST0000000000012731,Lambin,17.2,56,45,50,3.38,,0
604,3069,1713A46TEST0000000000015413,Keruing,17.7,60,45,52,3.76,,0
605,1713,1713A46TEST0000000000014057,Meranti Merah,12.3,100,77,88,7.48,,0
606,1076,1713A46TEST0000000000013420,Meranti Merah,21.2,61,47,54,4.86,,0
607,1955,1713A46TEST0000000000014299,Meranti Merah,9.5,60,51,55,2.26,,0
608,1472,1713A46TEST0000000000013816,Keruing,19.8,59,43,51,4.04,,0
609,1304,1713A46TEST0000000000013648,Meranti Putih,18.2,66,51,58,4.81,,0
610,2469,1713A46TEST0000000000014813,Keruing,19.4,66,49,57,4.32,18,12.7
611,2070,1713A46TEST0000000000014414,Meranti Merah,12.3,99,79,89,7.38,15,3.6
612,2724,1713A46TEST0000000000015068,Keruing,11.4,95,80,87,6.78,,0
613,1198,1713A46TEST0000000000013542,Keruing,18.6,67,47,57,4.75,,0
614,1468,1713A46TEST0000000000013812,Meranti Merah,19.4,63,50,56,4.78,,0
615,465,1713A46TEST0000000000012809,Benuas,11.5,131,106,118,12.58,,0
616,912,1713A46TEST0000000000013256,Keruing,19.9,88,65,76,9.03,,0
617,2945,1713A46TEST0000000000015289,Keruing,18.2,57,45,51,3.72,,0
618,2825,1713A46TEST0000000000015169,Keruing,19.3,78,57,67,6.8,,0
619,1396,1713A46TEST0000000000013740,Meranti Merah,14.7,64,48,56,3.62,,0
620,1707,1713A46TEST0000000000014051,Meranti Merah,15.8,59,51,55,3.75,,0
621,3138,1713A46TEST0000000000015482,Meranti Merah,16.1,65,50,57,4.11,,0
622,528,1713A46TEST0000000000012872,Keruing,17.4,63,52,57,4.44,,0
623,2066,1713A46TEST0000000000014410,Benuas,19.3,92,77,84,10.42,12,2.6
624,1367,1713A46TEST0000000000013711,Meranti Merah,20.5,67,53,60,5.8,,0
625,116,1713A46TEST0000000000012460,Meranti Kuning,14.1,58,48,53,3.11,,0
626,2316,1713A46TEST0000000000014660,Meranti Merah,16.6,59,55,57,4.24,,0
627,2862,1713A46TEST0000000000015206,Keruing,18.3,72,45,58,4.84,,0
628,2892,1713A46TEST0000000000015236,Keruing,12.9,64,51,57,3.29,,0
629,2470,1713A46TEST0000000000014814,Mersawa,20,65,50,57,5.1,,0
630,2574,1713A46TEST0000000000014918,Meranti Merah,16.5,86,69,77,7.68,,0
631,1197,1713A46TEST0000000000013541,Keruing,14.5,95,83,89,9.02,,0
632,307,1713A46TEST0000000000012651,Benuas,16.7,104,78,91,10.54,14,3
633,1491,1713A46TEST0000000000013835,Meranti Merah,21.1,68,50,59,5.77,,0
634,682,1713A46TEST0000000000013026,Keruing,14,83,63,73,5.86,,0
635,2028,1713A46TEST0000000000014372,Meranti Merah,17,67,55,61,4.97,,0
636,3020,1713A46TEST0000000000015364,Benuas,14.8,61,46,53,3.27,,0
637,1649,1713A46TEST0000000000013993,Meranti Merah,12.7,81,66,73,5.32,,0
638,2893,1713A46TEST0000000000015237,Keruing,11.1,51,45,48,2.01,,0
639,1769,1713A46TEST0000000000014113,Keruing,15.6,60,46,53,3.44,,0
640,1268,1713A46TEST0000000000013612,Meranti Merah,13,75,66,70,5,,0
641,2492,1713A46TEST0000000000014836,Keruing,19.4,75,65,70,7.47,,0
642,159,1713A46TEST0000000000012503,Meranti Batu,19.1,56,42,49,3.6,,0
643,1753,1713A46TEST0000000000014097,Meranti Merah,21.1,90,62,76,9.57,,0
644,1373,1713A46TEST0000000000013717,Keruing,21.5,82,57,69,8.04,,0
