NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
1746,2084,1713A46TEST0000000000014428,Keruing,17.1,68,49,58,4.52,,0
1747,2317,1713A46TEST0000000000014661,Meranti Merah,18.3,68,57,62,5.52,,0
1748,2177,1713A46TEST0000000000014521,Keruing,19.8,58,40,49,3.73,,0
1749,989,1713A46TEST0000000000013333,Keruing,15,76,67,71,5.94,,0
1750,652,1713A46TEST0000000000012996,Lambin,17.8,60,46,53,3.93,,0
1751,471,1713A46TEST0000000000012815,Meranti Merah,17.4,53,40,46,2.89,,0
1752,1341,1713A46TEST0000000000013685,Meranti Merah,18.7,73,55,64,6.02,,0
1753,390,1713A46TEST0000000000012734,Benuas,16.9,68,57,62,4.43,20,13.2
1754,2127,1713A46TEST0000000000014471,Meranti Batu,8.2,79,71,75,3.62,,0
1755,2140,1713A46TEST0000000000014484,Benuas,21.1,71,48,59,5.77,,0
1756,3365,1713A46TEST0000000000015709,Keruing,17.1,72,52,62,5.16,,0
1757,776,1713A46TEST0000000000013120,Meranti Merah,20.5,78,60,69,7.67,,0
1758,1252,1713A46TEST0000000000013596,Keruing,22.6,57,40,48,4.09,,0
1759,186,1713A46TEST0000000000012530,Meranti Merah,12.1,52,42,47,2.1,,0
1760,930,1713A46TEST0000000000013274,Keruing,18.5,62,44,53,4.08,,0
1761,2692,1713A46TEST0000000000015036,Benuas,15.4,82,55,68,5.29,14,5.4
1762,617,1713A46TEST0000000000012961,Meranti Merah,12.3,69,60,64,3.96,,0
1763,2476,1713A46TEST0000000000014820,Keruing,17.5,67,51,59,4.78,,0
1764,1330,1713A46TEST0000000000013674,Benuas,16.3,72,56,64,4.92,14,6.1
1765,950,1713A46TEST0000000000013294,Meranti Merah,9.9,62,52,57,2.53,,0
1766,2848,1713A46TEST0000000000015192,Keruing,15.4,65,50,57,3.93,,0
1767,1679,1713A46TEST0000000000014023,Benuas,15.7,84,66,75,6.1,23,12
1768,1141,1713A46TEST0000000000013485,Meranti Merah,14,70,58,64,4.5,,0
1769,3084,1713A46TEST0000000000015428,Mersawa,14.5,58,43,50,2.85,,0
1770,1723,1713A46TEST0000000000014067,Keruing,15.9,72,57,64,5.12,,0
1771,1138,1713A46TEST0000000000013482,Meranti Merah,14.9,89,71,80,7.49,,0
1772,2490,1713A46TEST0000000000014834,Meranti Merah,19,61,51,66,6.5,,0
1773,2897,1713A46TEST0000000000015241,Meranti Batu,16,70,56,63,4.99,,0
1774,2826,1713A46TEST0000000000015170,Meranti Merah,18.8,68,53,60,5.32,,0
1775,980,1713A46TEST0000000000013324,Keruing,21.1,62,40,51,4.31,,0
1776,2269,1713A46TEST0000000000014613,Keruing,20,61,44,52,4.25,,0
1777,1365,1713A46TEST0000000000013709,Keruing,18.7,60,46,53,4.13,,0
1778,2877,1713A46TEST0000000000015221,Keruing,22.7,71,42,56,5.59,,0
1779,1272,1713A46TEST0000000000013616,Meranti Putih,20.7,75,53,64,6.66,,0
1780,288,1713A46TEST0000000000012632,Meranti Merah,20.6,71,53,62,6.22,,0
1781,2427,1713A46TEST0000000000014771,Keruing,16.4,69,51,60,4.64,,0
1782,2402,1713A46TEST0000000000014746,Meranti Putih,14.8,60,50,55,3.52,,0
1783,1960,1713A46TEST0000000000014304,Keruing,16.8,70,52,61,4.24,20,13.7
1784,161,1713A46TEST0000000000012505,Meranti Merah,14.1,63,50,56,3.47,,0
1785,3029,1713A46TEST0000000000015373,Keruing,10.8,54,38,46,1.79,,0
1786,83,1713A46TEST0000000000012427,Meranti Merah,21.6,57,48,52,4.59,,0
1787,1833,1713A46TEST0000000000014177,Keruing,15.4,87,66,76,6.99,,0
1788,1596,1713A46TEST0000000000013940,Keruing,13.2,65,42,53,2.91,,0
1789,3079,1713A46TEST0000000000015423,Keruing,18.1,73,54,63,5.64,,0
1790,2518,1713A46TEST0000000000014862,Benuas,15.3,59,42,50,3,,0
1791,962,1713A46TEST0000000000013306,Benuas,20,71,49,60,5.65,,0
1792,89,1713A46TEST0000000000012433,Meranti Merah,15.4,50,40,45,2.45,,0
1793,357,1713A46TEST0000000000012701,Meranti Merah,14,58,42,50,2.75,,0
1794,1904,1713A46TEST0000000000014248,Keruing,11.3,74,64,69,4.23,,0
1795,20,1713A46TEST0000000000012364,Meranti Merah,10.6,63,53,58,2.69,10,3.8
1796,960,1713A46TEST0000000000013304,Meranti Putih,19,72,50,61,5.55,,0
1797,1335,1713A46TEST0000000000013679,Meranti Merah,15.8,65,53,59,4.32,,0
1798,421,1713A46TEST0000000000012765,Meranti Kuning,21,80,55,67,7.4,,0
1799,867,1713A46TEST0000000000013211,Meranti Merah,13.1,64,59,61,3.83,,0
1800,1242,1713A46TEST0000000000013586,Keruing,12.8,61,50,55,3.04,,0
1801,869,1713A46TEST0000000000013213,Keruing,10.6,58,44,51,2.17,,0
1802,104,1713A46TEST0000000000012448,Benuas,15.4,79,62,70,5.93,,0
1803,1005,1713A46TEST0000000000013349,Meranti Merah,9.2,58,50,54,2,11,5.3
1804,1421,1713A46TEST0000000000013765,Keruing,19.9,71,52,61,5.82,,0
1805,906,1713A46TEST0000000000013250,Meranti Merah,21.9,62,49,55,5.2,,0
1806,922,1713A46TEST0000000000013266,Meranti Merah,12.3,73,60,66,4.21,,0
1807,2248,1713A46TEST0000000000014592,Keruing,14.3,57,41,49,2.7,,0
1808,1759,1713A46TEST0000000000014103,Meranti Merah,16.7,69,63,66,5.71,,0
1809,2915,1713A46TEST0000000000015259,Keruing,15.9,64,51,57,4.06,,0
1810,2583,1713A46TEST0000000000014927,Meranti Merah,20.7,74,52,63,6.45,,0
1811,2110,1713A46TEST0000000000014454,Meranti Putih,15,63,52,57,3.83,,0
1812,2680,1713A46TEST0000000000015024,Benuas,11.3,80,67,73,4.73,,0
1813,3195,1713A46TEST0000000000015539,Benuas,13.5,55,51,53,2.98,,0
1814,296,1713A46TEST0000000000012640,Meranti Batu,17.1,64,51,57,4.36,,0
1815,2777,1713A46TEST0000000000015121,Keruing,17.6,62,44,53,3.88,,0
1816,1958,1713A46TEST0000000000014302,Keruing,19.5,57,40,48,3.53,,0
1817,2422,1713A46TEST0000000000014766,Keruing,20.4,50,41,45,3.24,,0
1818,580,1713A46TEST0000000000012924,Benuas,18.9,63,47,55,4.49,,0
1819,3189,1713A46TEST0000000000015533,Keruing,15.2,68,48,58,4.02,,0
1820,2079,1713A46TEST0000000000014423,Keruing,15,70,56,63,4.68,,0
1821,2734,1713A46TEST0000000000015078,Lambin,17.6,60,47,53,3.88,,0
1822,1566,1713A46TEST0000000000013910,Keruing,21.4,85,65,75,9.45,,0
1823,536,1713A46TEST0000000000012880,Benuas,19.9,77,60,68,7.23,,0
1824,345,1713A46TEST0000000000012689,Keruing,12.4,67,57,62,3.74,,0
1825,314,1713A46TEST0000000000012658,Benuas,16.3,90,73,81,8.4,,0
1826,1815,1713A46TEST0000000000014159,Keruing,21.2,80,53,66,7.25,,0
1827,1249,1713A46TEST0000000000013593,Keruing,17.6,101,81,91,11.45,,0
1828,467,1713A46TEST0000000000012811,Benuas,15.9,67,60,63,4.96,,0
1829,2493,1713A46TEST0000000000014837,Keruing,11.6,66,56,61,3.39,,0
1830,9,1713A46TEST0000000000012353,Meranti Merah,17.7,64,47,55,4.21,,0
1831,978,1713A46TEST0000000000013322,Benuas,14.6,53,46,49,2.75,,0
1832,2323,1713A46TEST0000000000014667,Meranti Merah,10.3,80,67,73,4.31,,0
1833,484,1713A46TEST0000000000012828,Meranti Merah,19,63,53,58,5.02,,0
1834,1795,1713A46TEST0000000000014139,Meranti Merah,12.1,78,62,70,4.66,,0
1835,1364,1713A46TEST0000000000013708,Keruing,21.1,65,51,58,5.57,,0
1836,588,1713A46TEST0000000000012932,Lambin,14.7,97,85,91,9.56,,0
1837,1461,1713A46TEST0000000000013805,Benuas,15.5,62,44,53,3.42,,0
1838,114,1713A46TEST0000000000012458,Benuas,15.3,85,73,79,7.5,,0
1839,2844,1713A46TEST0000000000015188,Keruing,13,61,55,58,3.43,,0
1840,349,1713A46TEST0000000000012693,Keruing,20,52,36,44,3.04,,0
1841,1375,1713A46TEST0000000000013719,Keruing,10.9,95,77,86,6.33,,0
1842,2821,1713A46TEST0000000000015165,Keruing,16,59,44,51,3.27,,0
1843,891,1713A46TEST0000000000013235,Benuas,19,62,42,52,3.76,12,6.8
1844,608,1713A46TEST0000000000012952,Meranti Batu,13.7,54,39,46,2.28,,0
1845,544,1713A46TEST0000000000012888,Keruing,14.9,67,52,59,4.07,,0
1846,796,1713A46TEST0000000000013140,Meranti Merah,13.9,84,70,77,6.47,,0
1847,2907,1713A46TEST0000000000015251,Keruing,21.4,80,69,74,9.2,,0
1848,1417,1713A46TEST0000000000013761,Meranti Merah,20,77,62,69,7.48,,0
1849,2023,1713A46TEST0000000000014367,Meranti Batu,19.2,60,47,53,4.05,10,4.5
1850,1498,1713A46TEST0000000000013842,Meranti Batu,9.9,74,64,69,3.6,10,2.7
1851,2522,1713A46TEST0000000000014866,Meranti Merah,13.7,65,43,54,3.14,,0
1852,804,1713A46TEST0000000000013148,Keruing,9.7,110,90,100,7.62,,0
1853,909,1713A46TEST0000000000013253,Keruing,14.3,60,45,52,3.04,,0
1854,1757,1713A46TEST0000000000014101,Meranti Merah,14.4,80,65,72,5.86,,0
1855,769,1713A46TEST0000000000013113,Keruing,19.6,65,44,54,4.49,,0
1856,334,1713A46TEST0000000000012678,Keruing,19.9,56,40,48,3.6,,0
1857,3049,1713A46TEST0000000000015393,Keruing,17.3,60,43,51,3.53,,0
1858,140,1713A46TEST0000000000012484,Keruing,17.8,68,42,55,4.23,,0
1859,1683,1713A46TEST0000000000014027,Meranti Merah,13,73,59,66,4.45,,0
1860,305,1713A46TEST0000000000012649,Meranti Merah,14,61,51,56,3.17,14,8
1861,1149,1713A46TEST0000000000013493,Meranti Merah,20.5,68,45,56,5.05,,0
1862,3233,1713A46TEST0000000000015577,Mersawa,18,73,65,69,6.73,,0
1863,2038,1713A46TEST0000000000014382,Meranti Merah,17.4,86,69,77,8.1,,0
1864,382,1713A46TEST0000000000012726,Meranti Merah,19.4,50,40,45,3.09,,0
1865,3321,1713A46TEST0000000000015665,Benuas,19.3,70,55,62,5.83,,0
1866,1007,1713A46TEST0000000000013351,Meranti Merah,14.9,54,36,45,2.37,,0
1867,1893,1713A46TEST0000000000014237,Meranti Putih,18.4,84,63,73,7.7,,0
1868,1845,1713A46TEST0000000000014189,Keruing,17.8,80,60,70,6.67,10,2.6
1869,659,1713A46TEST0000000000013003,Keruing,18.2,64,54,59,4.98,,0
1870,1035,1713A46TEST0000000000013379,Keruing,19,67,40,53,4.19,,0
1871,2228,1713A46TEST0000000000014572,Meranti Merah,21.4,86,64,75,9.45,,0
1872,2494,1713A46TEST0000000000014838,Keruing,17.9,64,42,53,3.95,,0
1873,2218,1713A46TEST0000000000014562,Keruing,13.5,77,57,67,4.76,,0
1874,206,1713A46TEST0000000000012550,Meranti Merah,10.6,104,94,99,8.16,,0
1875,2906,1713A46TEST0000000000015250,Keruing,15.9,82,55,68,5.77,,0
1876,2876,1713A46TEST0000000000015220,Meranti Kuning,17.4,70,58,64,5.6,,0
1877,3028,1713A46TEST0000000000015372,Keruing,12.1,57,46,51,2.47,,0
1878,1736,1713A46TEST0000000000014080,Keruing,22,80,57,68,7.99,,0
1879,36,1713A46TEST0000000000012380,Benuas,17.2,57,43,50,3.38,,0
1880,262,1713A46TEST0000000000012606,Keruing,15.7,77,55,66,5.37,,0
1881,979,1713A46TEST0000000000013323,Meranti Merah,17.7,58,47,52,3.76,,0
1882,1200,1713A46TEST0000000000013544,Meranti Merah,16,72,60,66,5.47,,0
1883,1348,1713A46TEST0000000000013692,Meranti Merah,11.4,68,59,63,3.55,,0
1884,2171,1713A46TEST0000000000014515,Meranti Merah,18.7,81,57,69,6.99,,0
1885,3067,1713A46TEST0000000000015411,Lambin,11,67,58,62,3.32,,0
1886,2615,1713A46TEST0000000000014959,Meranti Merah,12.4,66,55,60,3.26,14,6.9
1887,1624,1713A46TEST0000000000013968,Meranti Merah,10.9,56,50,53,2.4,,0
1888,212,1713A46TEST0000000000012556,Keruing,16.2,51,43,47,2.81,,0
1889,2677,1713A46TEST0000000000015021,Keruing,15.1,102,80,91,9.82,,0
1890,3001,1713A46TEST0000000000015345,Benuas,17.6,85,67,76,6.79,26,14.9
1891,2113,1713A46TEST0000000000014457,Meranti Merah,18.7,68,50,59,5.11,,0
1892,63,1713A46TEST0000000000012407,Keruing,14.6,62,48,55,3.47,,0
1893,2818,1713A46TEST0000000000015162,Keruing,15,69,53,61,4.38,,0
1894,1030,1713A46TEST0000000000013374,Meranti Merah,21.3,94,75,84,11.8,,0
1895,1350,1713A46TEST0000000000013694,Meranti Merah,18.5,67,55,61,5.41,,0
1896,601,1713A46TEST0000000000012945,Meranti Batu,15.4,52,37,44,2.34,,0
1897,1018,1713A46TEST0000000000013362,Keruing,20.7,60,40,50,4.06,,0
1898,2803,1713A46TEST0000000000015147,Keruing,21.1,70,50,60,5.97,,0
1899,2511,1713A46TEST0000000000014855,Benuas,16.1,56,48,52,3.06,15,10.6
1900,2450,1713A46TEST0000000000014794,Meranti Merah,13.8,65,54,59,3.77,,0
1901,3319,1713A46TEST0000000000015663,Benuas,13,60,47,53,2.87,,0
1902,1301,1713A46TEST0000000000013645,Keruing,14.3,65,55,60,4.04,,0
1903,2393,1713A46TEST0000000000014737,Keruing,21.5,67,46,56,5.3,,0
1904,3185,1713A46TEST0000000000015529,Meranti Batu,17.4,67,56,61,5.09,,0
1905,3231,1713A46TEST0000000000015575,Benuas,11.6,72,67,69,4.34,,0
1906,785,1713A46TEST0000000000013129,Meranti Merah,10.8,68,60,64,3.47,,0
1907,1751,1713A46TEST0000000000014095,Meranti Merah,21.1,94,72,83,11.42,,0
1908,290,1713A46TEST0000000000012634,Keruing,18.4,70,53,61,5.38,,0
1909,1692,1713A46TEST0000000000014036,Keruing,9.1,100,93,96,6.59,,0
1910,3301,1713A46TEST0000000000015645,Keruing,20.9,81,62,71,8.27,,0
1911,237,1713A46TEST0000000000012581,Meranti Merah,13.5,61,51,56,3.33,,0
1912,2599,1713A46TEST0000000000014943,Meranti Merah,9.8,75,59,67,3.46,,0
1913,1174,1713A46TEST0000000000013518,Keruing,21.1,77,53,65,7,,0
1914,1765,1713A46TEST0000000000014109,Benuas,20.8,84,66,75,9.19,,0
1915,1463,1713A46TEST0000000000013807,Meranti Merah,18.8,72,57,64,6.05,,0
1916,729,1713A46TEST0000000000013073,Keruing,15.1,92,64,78,7.22,,0
1917,2375,1713A46TEST0000000000014719,Benuas,18.5,79,58,68,6.72,,0
1918,2715,1713A46TEST0000000000015059,Keruing,17.1,54,45,49,3.22,,0
1919,2697,1713A46TEST0000000000015041,Keruing,12.7,77,58,67,4.48,,0
1920,795,1713A46TEST0000000000013139,Meranti Merah,12.3,70,62,66,4.21,,0
1921,2264,1713A46TEST0000000000014608,Keruing,16.8,65,43,54,3.85,,0
1922,419,1713A46TEST0000000000012763,Meranti Batu,14.7,65,50,57,3.75,,0
1923,2394,1713A46TEST0000000000014738,Benuas,19.5,64,51,57,4.98,,0
1924,1739,1713A46TEST0000000000014083,Keruing,17.5,61,53,57,4.47,,0
1925,2532,1713A46TEST0000000000014876,Keruing,13.9,84,65,74,5.98,,0
1926,1129,1713A46TEST0000000000013473,Benuas,10.2,89,75,82,5.39,,0
1927,231,1713A46TEST0000000000012575,Keruing,16.4,53,37,45,2.61,,0
1928,2163,1713A46TEST0000000000014507,Benuas,11.8,56,46,51,2.41,,0
1929,2055,1713A46TEST0000000000014399,Keruing,21.2,78,60,69,7.93,,0
1930,746,1713A46TEST0000000000013090,Benuas,19.1,58,40,49,3.6,,0
1931,437,1713A46TEST0000000000012781,Keruing,16,69,55,62,4.83,,0
1932,2197,1713A46TEST0000000000014541,Meranti Batu,20,65,43,54,4.34,11,5.3
1933,2524,1713A46TEST0000000000014868,Meranti Merah,11.3,56,50,53,2.49,,0
1934,1805,1713A46TEST0000000000014149,Keruing,13.2,60,49,54,3.02,,0
1935,3132,1713A46TEST0000000000015476,Keruing,19.3,71,51,61,5.64,,0
1936,1727,1713A46TEST0000000000014071,Keruing,21.1,74,53,63,6.58,,0
1937,973,1713A46TEST0000000000013317,Keruing,21.8,88,60,74,9.38,,0
1938,1299,1713A46TEST0000000000013643,Keruing,13.2,83,71,77,6.15,,0
1939,1540,1713A46TEST0000000000013884,Mersawa,17.9,79,61,70,6.89,,0
1940,789,1713A46TEST0000000000013133,Benuas,12.4,93,75,84,5.9,28,14.1
1941,81,1713A46TEST0000000000012425,Meranti Batu,14.3,79,61,70,5.5,,0
1942,1827,1713A46TEST0000000000014171,Keruing,18.7,61,48,54,4.28,,0
1943,2751,1713A46TEST0000000000015095,Benuas,16.1,63,48,55,3.59,12,6.1
1944,2085,1713A46TEST0000000000014429,Keruing,17.5,86,72,79,8.58,,0
1945,688,1713A46TEST0000000000013032,Meranti Merah,19.1,56,44,50,3.75,,0
1946,1080,1713A46TEST0000000000013424,Keruing,18.7,61,44,52,3.97,,0
1947,3366,1713A46TEST0000000000015710,Meranti Merah,17.6,77,55,66,6.02,,0
1948,2282,1713A46TEST0000000000014626,Keruing,11.4,98,85,91,7.41,,0
1949,3009,1713A46TEST0000000000015353,Keruing,19.9,77,55,66,6.81,,0
1950,106,1713A46TEST0000000000012450,Meranti Merah,16.5,61,48,54,3.5,13,7.4
1951,1337,1713A46TEST0000000000013681,Benuas,18.4,62,45,53,3.32,20,18.1
1952,2460,1713A46TEST0000000000014804,Meranti Merah,17.8,70,59,64,5.73,,0
1953,2056,1713A46TEST0000000000014400,Keruing,12.7,98,75,86,7.38,,0
1954,833,1713A46TEST0000000000013177,Meranti Merah,20.3,83,74,78,9.7,,0
1955,1404,1713A46TEST0000000000013748,Keruing,13.2,72,58,65,4.38,,0
1956,2049,1713A46TEST0000000000014393,Keruing,14.6,61,47,54,3.34,,0
1957,2276,1713A46TEST0000000000014620,Keruing,18.2,70,50,60,5.15,,0
1958,1515,1713A46TEST0000000000013859,Meranti Batu,9.3,56,46,51,1.9,,0
1959,2230,1713A46TEST0000000000014574,Keruing,21.8,82,59,70,8.39,,0
1960,3267,1713A46TEST0000000000015611,Meranti Batu,13.3,81,71,76,5.61,18,7.1
1961,1333,1713A46TEST0000000000013677,Lambin,16.1,86,71,78,7.69,,0
1962,632,1713A46TEST0000000000012976,Meranti Merah,14.9,88,73,80,7.49,,0
1963,146,1713A46TEST0000000000012490,Keruing,11.4,79,63,71,4.51,,0
1964,1233,1713A46TEST0000000000013577,Meranti Merah,18.5,79,67,73,7.74,,0
1965,3323,1713A46TEST0000000000015667,Lambin,15.2,64,51,57,3.88,,0
1966,622,1713A46TEST0000000000012966,Keruing,12.5,75,55,65,4.15,,0
1967,3235,1713A46TEST0000000000015579,Keruing,12.3,77,63,70,4.73,,0
1968,475,1713A46TEST0000000000012819,Meranti Merah,14.2,68,57,62,4.29,,0
1969,1732,1713A46TEST0000000000014076,Meranti Merah,16.7,69,56,62,5.04,,0
1970,3089,1713A46TEST0000000000015433,Keruing,20.8,82,71,76,9.44,,0
1971,2459,1713A46TEST0000000000014803,Benuas,14.3,65,63,64,4.28,15,7
1972,994,1713A46TEST0000000000013338,Keruing,16.3,94,82,88,9.91,,0
1973,1564,1713A46TEST0000000000013908,Keruing,21.4,66,52,59,5.85,,0
1974,1483,1713A46TEST0000000000013827,Benuas,16.7,55,42,48,3.02,,0
1975,800,1713A46TEST0000000000013144,Keruing,18.4,64,46,55,4.37,,0
1976,1117,1713A46TEST0000000000013461,Benuas,13.1,61,57,59,3.58,,0
1977,283,1713A46TEST0000000000012627,Meranti Merah,16.1,73,69,71,6.06,14,4.9
1978,92,1713A46TEST0000000000012436,Keruing,18,72,60,66,6.16,,0
1979,660,1713A46TEST0000000000013004,Keruing,13.7,78,60,69,5.12,,0
1980,2830,1713A46TEST0000000000015174,Benuas,21.1,68,49,58,4.36,24,21.8
1981,2461,1713A46TEST0000000000014805,Meranti Batu,16,59,49,54,3.66,,0
1982,2296,1713A46TEST0000000000014640,Benuas,11.3,66,61,63,3.52,,0
1983,2682,1713A46TEST0000000000015026,Meranti Merah,12.3,68,56,62,3.71,,0
1984,2021,1713A46TEST0000000000014365,Meranti Merah,17.8,65,55,60,5.03,,0
1985,661,1713A46TEST0000000000013005,Benuas,16.3,62,46,54,3.73,,0
1986,855,1713A46TEST0000000000013199,Meranti Merah,14.4,68,56,62,4.35,,0
1987,215,1713A46TEST0000000000012559,Keruing,17.6,64,49,56,4.33,,0
1988,3130,1713A46TEST0000000000015474,Keruing,11.5,75,64,69,4.3,,0
1989,694,1713A46TEST0000000000013038,Meranti Merah,18.2,70,48,59,4.98,,0
1990,657,1713A46TEST0000000000013001,Benuas,15,56,49,52,3.19,,0
1991,2132,1713A46TEST0000000000014476,Benuas,15.3,61,50,55,3.64,,0
1992,1669,1713A46TEST0000000000014013,Keruing,21.8,71,54,62,6.58,,0
1993,392,1713A46TEST0000000000012736,Keruing,17.4,71,50,60,4.92,,0
1994,1944,1713A46TEST0000000000014288,Keruing,15,53,40,46,2.49,,0
1995,1772,1713A46TEST0000000000014116,Keruing,20.2,60,43,51,4.13,,0
1996,710,1713A46TEST0000000000013054,Benuas,14.9,95,74,84,7.92,15,4.1
1997,1979,1713A46TEST0000000000014323,Meranti Putih,22.6,81,63,72,9.2,,0
1998,2909,1713A46TEST0000000000015253,Keruing,10.5,64,55,59,2.87,,0
1999,2491,1713A46TEST0000000000014835,Meranti Merah,22,77,56,66,7.53,,0
2000,407,1713A46TEST0000000000012751,Keruing,16.6,50,38,44,2.52,,0
2001,1998,1713A46TEST0000000000014342,Keruing,18.8,76,56,66,6.43,,0
2002,1,1713A46TEST0000000000012345,Meranti Merah,18.1,86,75,80,9.1,,0
2003,3179,1713A46TEST0000000000015523,Keruing,9.5,67,65,66,3.25,,0
2004,3304,1713A46TEST0000000000015648,Keruing,11.8,75,67,71,4.67,,0
2005,681,1713A46TEST0000000000013025,Keruing,17.6,78,62,70,6.77,,0
2006,858,1713A46TEST0000000000013202,Meranti Merah,16.8,61,55,58,4.44,,0
2007,1768,1713A46TEST0000000000014112,Meranti Merah,13.6,62,51,56,3.35,,0
2008,377,1713A46TEST0000000000012721,Keruing,14.4,50,33,41,1.9,,0
2009,2923,1713A46TEST0000000000015267,Keruing,14.4,50,40,45,2.29,,0
2010,645,1713A46TEST0000000000012989,Benuas,21,81,67,74,9.03,,0
2011,1351,1713A46TEST0000000000013695,Meranti Merah,13.3,83,77,80,6.69,,0
2012,1718,1713A46TEST0000000000014062,Benuas,11.2,86,80,83,5.95,10,1.8
2013,1866,1713A46TEST0000000000014210,Meranti Merah,13.4,106,93,99,10.31,,0
2014,1411,1713A46TEST0000000000013755,Meranti Kuning,14.2,82,76,79,6.96,,0
2015,923,1713A46TEST0000000000013267,Benuas,13.5,62,57,59,3.26,18,11.8
2016,3188,1713A46TEST0000000000015532,Keruing,12.1,99,79,89,7.53,,0
2017,1841,1713A46TEST0000000000014185,Keruing,20.5,72,57,64,6.59,,0
2018,2934,1713A46TEST0000000000015278,Meranti Merah,12.4,94,86,90,7.89,,0
2019,1783,1713A46TEST0000000000014127,Benuas,19.9,61,42,51,4.07,,0
2020,2012,1713A46TEST0000000000014356,Keruing,15.5,75,60,67,5.46,,0
2021,686,1713A46TEST0000000000013030,Keruing,12.8,69,58,63,3.99,,0
2022,2008,1713A46TEST0000000000014352,Keruing,12,76,57,66,4.11,,0
2023,367,1713A46TEST0000000000012711,Meranti Merah,16.4,71,67,69,6.13,,0
2024,2811,1713A46TEST0000000000015155,Keruing,15.3,62,54,58,4.04,,0
2025,728,1713A46TEST0000000000013072,Keruing,18,84,60,72,7.33,,0
2026,1663,1713A46TEST0000000000014007,Keruing,18.6,80,64,72,7.57,,0
2027,1814,1713A46TEST0000000000014158,Keruing,13.3,54,46,50,2.61,,0
2028,3236,1713A46TEST0000000000015580,Keruing,11.4,60,55,57,2.91,,0
2029,1428,1713A46TEST0000000000013772,Meranti Merah,12.1,72,60,66,4.14,,0
2030,2041,1713A46TEST0000000000014385,Meranti Merah,12.3,62,52,57,3.14,,0
2031,2388,1713A46TEST0000000000014732,Meranti Putih,15.1,60,51,55,3.59,,0
2032,1481,1713A46TEST0000000000013825,Meranti Batu,15.2,87,73,80,7.03,20,8
2033,1861,1713A46TEST0000000000014205,Benuas,19.2,69,53,61,5.61,,0
2034,919,1713A46TEST0000000000013263,Benuas,16,66,51,58,4.23,,0
2035,590,1713A46TEST0000000000012934,Meranti Batu,16.7,70,52,61,4.88,,0
2036,1372,1713A46TEST0000000000013716,Meranti Batu,22,67,50,58,5.81,,0
2037,457,1713A46TEST0000000000012801,Benuas,18.3,58,44,51,3.74,,0
2038,2208,1713A46TEST0000000000014552,Keruing,16,65,47,56,3.94,,0
2039,1743,1713A46TEST0000000000014087,Keruing,13.7,78,60,69,5.12,,0
2040,2608,1713A46TEST0000000000014952,Keruing,20.6,65,43,54,4.72,,0
2041,1670,1713A46TEST0000000000014014,Keruing,12.4,56,45,50,2.43,,0
2042,2625,1713A46TEST0000000000014969,Meranti Merah,14.6,66,52,59,3.99,,0
2043,2144,1713A46TEST0000000000014488,Keruing,20.6,66,50,58,5.44,,0
2044,2194,1713A46TEST0000000000014538,Meranti Merah,17.9,64,59,61,5.23,,0
2045,1142,1713A46TEST0000000000013486,Keruing,13.1,113,90,101,10.5,,0
2046,1211,1713A46TEST0000000000013555,Keruing,21.3,60,41,50,4.18,,0
2047,2047,1713A46TEST0000000000014391,Meranti Merah,17.1,73,60,66,5.36,17,8.4
2048,726,1713A46TEST0000000000013070,Keruing,13.1,62,54,58,3.46,,0
2049,2885,1713A46TEST0000000000015229,Keruing,20.7,70,52,61,6.05,,0
2050,3013,1713A46TEST0000000000015357,Meranti Batu,14.5,58,45,51,2.96,,0
2051,2016,1713A46TEST0000000000014360,Keruing,16,78,57,67,5.64,,0
2052,3263,1713A46TEST0000000000015607,Keruing,17.9,66,50,58,4.73,,0
2053,1532,1713A46TEST0000000000013876,Meranti Batu,11.6,61,42,51,2.37,,0
2054,967,1713A46TEST0000000000013311,Meranti Merah,14.8,65,48,56,3.65,,0
2055,902,1713A46TEST0000000000013246,Meranti Batu,16.9,67,57,62,5.1,,0
2056,1991,1713A46TEST0000000000014335,Meranti Kuning,15.1,67,53,60,4.27,,0
2057,848,1713A46TEST0000000000013192,Meranti Putih,21.6,68,47,57,5.51,,0
2058,109,1713A46TEST0000000000012453,Meranti Kuning,16.4,65,57,61,4.79,,0
2059,1876,1713A46TEST0000000000014220,Keruing,21.9,62,51,56,5.39,,0
2060,824,1713A46TEST0000000000013168,Meranti Merah,11,60,50,55,2.5,10,4.2
2061,2119,1713A46TEST0000000000014463,Keruing,19.4,75,57,66,6.64,,0
2062,3182,1713A46TEST0000000000015526,Keruing,21.6,82,66,74,9.29,,0
2063,1178,1713A46TEST0000000000013522,Keruing,21.3,85,58,71,8.43,,0
2064,1527,1713A46TEST0000000000013871,Meranti Merah,15.8,86,72,79,7.74,,0
2065,64,1713A46TEST0000000000012408,Mersawa,11.1,69,57,63,3.46,,0
2066,3098,1713A46TEST0000000000015442,Meranti Batu,11.4,70,60,65,3.78,,0
2067,1963,1713A46TEST0000000000014307,Keruing,19.7,60,40,50,3.87,,0
2068,2321,1713A46TEST0000000000014665,Meranti Putih,13.3,77,66,71,5.27,,0
2069,2064,1713A46TEST0000000000014408,Benuas,18.8,70,52,61,5.49,,0
2070,193,1713A46TEST0000000000012537,Benuas,16.8,59,46,52,3.57,,0
