noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A580,BNS,18.9,65,48,56,4.66,0,0
A581,MR,16.2,71,52,61,4.73,0,0
A582,BNS,16.8,59,42,50,3.3,0,0
A583,MR,12.5,54,52,53,2.76,0,0
A584,KR,18.1,91,70,80,9.1,0,0
A585,MRS,17.3,74,52,63,5.39,0,0
A586,MR,16.5,74,59,66,5.64,0,0
A587,BNS,19.7,62,47,54,4.51,0,0
A588,MB,14.7,99,87,93,9.99,0,0
A589,KR,20.3,78,54,66,6.95,0,0
A590,MB,16.7,72,53,62,5.04,0,0
A591,MR,12.5,64,50,57,3.19,0,0
A592,MR,15.4,54,40,47,2.67,0,0
A593,MB,14,51,37,44,2.13,0,0
A594,BNS,15.9,52,39,45,2.53,0,0
A595,MRS,16.7,66,52,59,4.57,0,0
A596,KR,18.2,62,42,52,3.87,0,0
A597,KR,22.5,67,50,58,5.94,0,0
A598,KR,21.8,71,52,61,6.37,0,0
A599,MR,15,53,38,45,2.39,0,0
A600,MB,11,53,41,47,1.91,0,0
A601,MB,15.4,53,38,45,2.45,0,0
A602,MR,18,58,47,52,3.82,0,0
A603,BNS,13.6,53,42,47,2.22,10,5.8
A604,MRS,15.4,56,45,50,2.8,12,7.3
A605,KR,15,58,46,52,3.19,0,0
A606,KR,14.1,89,68,78,6.74,0,0
A607,BNS,20.2,59,45,52,4.29,0,0
A608,MB,13.7,55,40,47,2.38,0,0
A609,MR,16.7,70,51,60,4.72,0,0
A610,MR,17.4,89,67,78,8.31,0,0
A611,BNS,18.4,99,75,87,10.94,0,0
A612,MR,20,106,76,91,13.01,0,0
A613,KR,16.8,76,53,64,5.4,0,0
A614,KR,20.2,57,40,48,3.66,0,0
A615,KR,19.6,85,64,74,8.43,0,0
A616,KR,20.8,77,65,71,8.24,0,0
A617,MR,12.3,71,62,66,4.21,0,0
A618,MR,9.6,53,45,49,1.81,0,0
A619,KR,11.1,62,51,56,2.73,0,0
A620,KR,12,79,57,68,4.36,0,0
A621,KR,10.4,57,51,54,2.38,0,0
A622,KR,12.5,77,56,66,4.28,0,0
A623,KR,18.8,66,45,55,4.47,0,0
A624,KR,20.3,58,39,48,3.67,0,0
A625,MR,22.2,74,56,65,7.37,0,0
A626,KR,21.5,84,56,70,8.27,0,0
A627,MR,15.1,56,46,51,3.08,0,0
A628,KR,19.7,74,48,61,5.76,0,0
A629,KR,19.4,60,39,49,3.66,0,0
A630,KR,19.7,60,44,52,4.18,0,0
A631,BNS,17.9,92,70,81,9.22,0,0
A632,MR,14.9,90,75,82,7.87,0,0
A633,KR,14.1,54,40,47,2.45,0,0
A634,KR,11,55,51,53,2.43,0,0
A635,MR,11.7,73,63,68,4.25,0,0
A636,MR,15.3,79,57,68,5.56,0,0
A637,MR,18.2,63,41,52,3.87,0,0
A638,MR,20.7,66,47,56,5.1,0,0
A639,KR,20.7,89,62,75,9.15,0,0
A640,MR,17.9,76,63,69,6.69,0,0
A641,BNS,12.4,59,49,54,2.84,0,0
A642,MR,16.5,87,72,79,8.09,0,0
A643,KR,21,94,65,79,10.29,0,0
A644,MR,19.6,80,65,72,7.98,0,0
A645,MR,21,83,69,76,9.53,0,0
A646,MR,20.5,79,66,72,8.35,0,0
A647,BNS,20.8,56,45,50,3.68,14,10
A648,MR,20.9,86,72,79,10.24,0,0
A649,MR,16.3,94,72,83,8.82,0,0
A650,MR,17.5,54,43,48,3.17,0,0
A651,BNS,15.3,63,53,58,4.04,0,0
A652,MR,17.8,62,47,54,4.08,0,0
A653,KR,18.6,65,48,56,4.58,0,0
A654,MR,16.9,97,71,84,9.37,0,0
A655,MR,14,70,56,63,4.36,0,0
A656,MR,15.5,57,39,48,2.8,0,0
A657,BNS,15,57,50,53,3.31,0,0
A658,KR,18.9,65,49,57,4.82,0,0
A659,KR,18.2,66,55,60,5.15,0,0
A660,KR,13.7,80,62,71,5.42,0,0
A661,BNS,16.3,64,47,55,3.87,0,0
A662,MR,19.8,66,47,56,4.88,0,0
A663,KR,13.5,100,73,86,7.84,0,0
A664,KR,11.3,73,62,67,3.98,0,0
A665,KR,15.9,80,63,71,6.3,0,0
A666,KR,19.6,74,56,65,6.5,0,0
A667,KR,19.8,60,52,56,4.88,0,0
A668,KR,16.8,74,58,66,5.75,0,0
A669,KR,21.3,71,53,62,6.22,10,3.3
A670,KR,21.3,72,55,63,6.64,0,0
A671,KR,21,98,65,81,10.82,0,0
A672,BNS,16,76,62,69,5.34,20,10.7
A673,BNS,19.7,66,45,55,4.68,0,0
A674,KR,21.5,79,53,66,7.36,0,0
A675,KR,14,51,39,45,2.23,0,0
A676,KR,22.5,75,47,61,6.58,0,0
A677,BNS,20.8,59,42,50,4.08,0,0
A678,MR,19.1,86,59,72,7.78,0,0
A679,MR,16.8,59,39,49,3.17,0,0
A680,KR,15,66,52,59,4.1,0,0
A681,KR,17.6,80,64,72,7.17,0,0
A682,KR,14,85,65,75,6.19,0,0
A683,KR,18.3,68,48,58,4.84,0,0
A684,KR,18.9,73,49,61,5.52,0,0
A685,MRS,22.4,71,52,61,6.55,0,0
A686,KR,12.8,71,59,65,4.25,0,0
A687,MR,20,73,48,60,5.65,0,0
A688,MR,19.1,57,45,51,3.9,0,0
A689,MR,19.6,65,48,56,4.83,0,0
A690,MR,17.3,69,54,61,5.06,0,0
A691,MB,16.1,74,54,64,5.18,0,0
A692,MB,13,96,72,84,7.2,0,0
A693,BNS,15.5,62,44,53,3.42,0,0
A694,MR,18.2,72,49,60,5.15,0,0
A695,MR,20.5,75,54,64,6.59,0,0
A696,MR,14.5,53,42,47,2.52,0,0
A697,BNS,15.2,62,54,58,4.02,0,0
A698,BNS,16.4,58,42,50,3.22,0,0
A699,KR,12,66,55,60,3.39,0,0
A700,KR,12,68,59,63,3.74,0,0
A701,KR,22.1,74,47,60,6.25,0,0
A702,KR,15.1,80,68,74,6.49,0,0
A703,BNS,11.3,73,55,64,3.5,11,3.8
A704,KR,20,87,59,73,8.37,0,0
A705,KR,13.4,77,60,68,4.38,19,9.9
A706,MB,17.3,64,44,54,3.96,0,0
A707,KR,15.7,77,63,70,6.04,0,0
A708,KR,16.7,63,40,51,3.41,0,0
A709,MR,15.8,82,66,74,6.22,19,8.4
A710,BNS,14.9,97,76,86,8.32,15,3.9
A711,BNS,14.7,79,62,70,5.66,0,0
A712,KR,20,67,42,54,4.58,0,0
A713,BNS,18.9,97,74,85,10.72,0,0
A714,KR,19.7,62,41,51,4.02,0,0
A715,KR,21.3,66,45,55,5.06,0,0
A716,KR,18.9,55,39,47,3.28,0,0
A717,KR,15.3,60,41,50,3,0,0
A718,KR,19.5,97,74,85,11.07,0,0
A719,MR,8.3,59,50,54,1.9,0,0
A720,MR,17.8,70,55,62,5.37,0,0
A721,BNS,20.2,74,53,63,6.3,0,0
A722,BNS,13.7,122,98,110,11.52,33,11.5
A723,BNS,12.3,100,90,95,8.72,0,0
A724,BNS,14.9,58,43,50,2.63,14,10
A725,MR,12.8,93,71,82,6.39,17,5.5
A726,KR,13.1,64,55,59,3.58,0,0
A727,KR,11.2,83,63,73,4.69,0,0
A728,KR,18,86,62,74,7.74,0,0
A729,KR,15.1,94,66,80,7.59,0,0
A730,KR,20.5,65,42,53,4.52,0,0
A731,KR,20.8,77,51,64,6.69,0,0
A732,KR,14.7,54,42,48,2.66,0,0
A733,BNS,15.3,56,45,50,3,0,0
A734,MR,20.2,62,45,53,4.46,0,0
A735,MR,20.9,81,56,68,7.59,0,0
A736,BNS,18,71,55,63,5.21,15,7.2
A737,MR,21.3,60,45,52,4.52,0,0
A738,BNS,11.9,120,96,108,9.6,33,11.9
A739,BNS,14.1,102,78,90,8.4,20,6.3
A740,MR,15.4,54,40,47,2.67,0,0
A741,BNS,16.5,59,44,51,3.37,0,0
A742,MR,18.1,59,44,51,3.7,0,0
A743,MR,21.2,72,55,63,6.61,0,0
A744,BNS,18,71,55,63,5.61,0,0
A745,MR,16.9,82,64,73,6.9,10,2.4
A746,MR,19.1,59,41,50,3.75,0,0
A747,BNS,10.7,115,102,108,9.56,15,2.5
A748,BNS,11,102,90,96,7.96,0,0
A749,BNS,21.4,80,54,67,7.33,10,2.8
A750,MR,15.4,90,65,77,7.17,0,0
A751,KR,15,98,73,85,8.51,0,0
A752,MR,12.4,84,68,76,5.63,0,0
A753,MR,18.6,94,73,83,10.06,0,0
A754,BNS,9.9,94,93,93,6.06,26,9.9
A755,MR,12.6,60,49,54,2.89,0,0
A756,BNS,19.4,81,66,73,7.49,18,7.7
A757,BNS,18.6,92,73,82,9.82,0,0
A758,BNS,18.5,91,74,82,9.77,0,0
A759,BNS,11.3,91,83,87,5.7,30,15.1
A760,MR,11.2,68,67,67,3.95,0,0
A761,MR,21.2,66,52,59,5.8,0,0
A762,MR,15.2,83,64,73,6.36,0,0
A763,MR,15.1,113,92,102,12.34,0,0
A764,MR,20.2,63,49,56,4.98,0,0
A765,MR,17.5,82,65,73,7.32,0,0
A766,MR,20.1,95,75,85,11.41,0,0
A767,MR,21.2,89,72,80,10.66,0,0
A768,KR,16.8,76,64,70,6.47,0,0
A769,KR,19.6,67,45,56,4.83,0,0
A770,MR,21.2,84,74,79,10.39,0,0
A771,MR,20.5,82,66,74,8.82,0,0
A772,MR,21.2,65,50,57,5.41,0,0
A773,MR,18.1,73,53,63,5.64,0,0
A774,BNS,10.6,114,98,106,9.35,0,0
A775,BNS,11.6,99,98,98,8.75,0,0
A776,MR,20.5,80,62,71,8.12,0,0
A777,BNS,16.9,106,84,95,9.91,35,17.3
A778,KR,21.6,66,46,56,5.32,0,0
A779,MR,20.2,62,46,54,4.63,0,0
A780,MB,13.1,55,47,51,2.68,0,0
A781,MR,10.6,79,70,74,4.56,0,0
A782,KR,15,62,47,54,3.44,0,0
A783,KR,21.6,66,41,53,4.77,0,0
A784,MR,20,57,41,49,3.77,0,0
A785,MR,10.8,70,62,66,3.69,0,0
A786,MR,18.1,77,55,66,6.19,0,0
A787,MR,16.3,57,46,51,3.33,0,0
A788,BNS,17.4,75,56,65,5.77,0,0
A789,BNS,12.4,95,77,86,6.23,28,13.5
A790,BNS,17.7,76,51,63,4.66,22,15.5
A791,BNS,10.9,77,69,73,4.17,19,8.6
A792,BNS,16.4,106,88,97,11.59,18,4.4
A793,BNS,10.8,148,113,130,13.66,25,4.7
A794,BNS,11.5,110,100,105,9.73,14,2.3
A795,MR,12.3,72,64,68,4.47,0,0
A796,MR,13.9,86,72,79,6.81,0,0
A797,KR,18.5,77,62,69,6.92,0,0
A798,KR,20.9,77,63,70,8.04,0,0
A799,KR,15.4,63,52,57,3.93,0,0
A800,KR,18.4,66,47,56,4.53,0,0
A801,KR,13.8,66,58,62,4.17,0,0
A802,KR,20.7,74,49,61,6.05,0,0
A803,KR,15.9,77,62,69,5.95,0,0
A804,KR,9.7,112,92,102,7.93,0,0
A805,KR,10.1,92,85,88,6.14,0,0
A806,KR,17.5,83,66,74,7.53,0,0
A807,BNS,15.4,121,101,111,14.29,20,4.1
A808,BNS,8.5,99,87,93,5.77,0,0
A809,MB,16.6,95,75,85,9.42,0,0
A810,KR,20.6,75,50,62,6.22,0,0
A811,KR,19.6,67,46,56,4.83,0,0
A812,BNS,21.9,77,53,65,7.27,0,0
A813,BNS,19.1,54,42,48,3.46,0,0
A814,BNS,19.3,74,57,65,6.03,14,5.9
A815,MR,21.2,90,64,77,9.87,0,0
A816,MR,19.8,98,70,84,10.78,10,1.8
A817,MR,17.5,86,70,78,8.36,0,0
A818,MR,14.1,92,84,88,8.58,0,0
A819,MR,21.2,95,70,82,11.2,0,0
A820,MR,14,89,75,82,7.39,0,0
A821,KR,21.2,60,43,51,4.33,0,0
A822,MR,18.9,57,48,52,3.74,12,6.8
A823,MR,13.9,84,71,77,6.47,0,0
A824,MR,11,62,51,56,2.6,10,4.1
A825,KR,19.5,68,47,57,4.98,0,0
A826,KR,20.3,71,50,60,5.74,0,0
A827,KR,14,80,62,71,5.54,0,0
A828,KR,13,62,52,57,3.32,0,0
A829,MR,16.2,71,45,58,4.28,0,0
A830,MRS,18.6,65,52,58,4.91,0,0
A831,BNS,9.9,85,76,80,4.98,0,0
A832,BNS,21.1,94,71,82,11.14,0,0
A833,MR,20.3,85,76,80,10.2,0,0
AA834,MR,17.3,62,46,54,3.96,0,0
A837,MR,20.2,76,55,65,6.7,0,0
A838,MR,16.3,92,69,80,8.19,0,0
A839,MR,13.9,86,68,77,6.47,0,0
A840,BNS,18.7,93,73,83,10.12,0,0
A841,MR,21.2,86,64,75,9.37,0,0
A842,KR,21.1,87,59,73,8.83,0,0
A843,KR,21,58,41,49,3.96,0,0
A844,KR,12,98,95,96,8.69,0,0
A845,KR,15.7,68,54,61,4.59,0,0
A846,MR,21.2,70,49,59,5.8,0,0
A847,KR,11.2,114,93,103,9.01,17,3.5
A848,MR,21.6,70,48,59,5.91,0,0
A849,BNS,21.9,63,46,54,5.02,0,0
A850,KR,17.1,79,62,70,6.58,0,0
A851,KR,15.9,80,57,68,5.77,0,0
A852,KR,19.5,84,64,74,8.39,0,0
A853,MR,14.8,62,47,54,3.39,0,0
A854,KR,22.2,88,58,73,9.29,0,0
A855,BNS,14.4,70,57,63,4.49,0,0
A856,MR,11.5,87,71,79,5.64,0,0
A857,MR,11.9,72,57,64,3.83,0,0
A858,MR,16.8,63,56,59,4.59,0,0
A859,MB,16.2,89,67,78,7.74,0,0
A860,BNS,16.4,74,53,63,4.24,23,17
A861,BNS,18.9,60,46,53,4.17,0,0
A862,KR,19.6,75,58,66,6.71,0,0
A863,KR,15.8,60,44,52,3.36,0,0
A864,MR,14.9,82,62,72,6.07,0,0
A865,KR,14.2,87,65,76,6.44,0,0
A866,KR,17.9,76,62,69,6.69,0,0
A867,MR,13.1,66,60,63,4.08,0,0
A868,MB,18.4,112,90,101,14.74,0,0
A869,KR,10.6,59,45,52,2.25,0,0
A870,MB,16,88,66,77,6.99,17,6.2
A871,BNS,10.1,69,60,64,3.02,15,7
A872,MR,21.4,79,53,66,7.32,0,0
A873,KR,17.1,77,58,67,6.03,0,0
A874,MR,16,78,57,67,5.64,0,0
A875,KR,16.1,68,47,57,4.11,0,0
A876,KR,18.8,70,49,59,5.14,0,0
A877,MR,14.9,58,48,53,3.29,0,0
A878,MB,12.4,88,66,77,5.77,0,0
A879,BNS,15.6,71,57,64,5.02,0,0
A880,MB,17.5,56,47,51,3.57,0,0
A881,MR,16.9,58,48,53,3.73,0,0
A882,BNS,17.5,60,56,58,4.62,0,0
A883,MR,12,78,67,72,4.89,0,0
A884,MR,16.8,62,51,56,4.14,0,0
A885,BNS,18.9,86,78,82,9.98,0,0
A886,MB,17.7,86,77,81,9.12,0,0
A887,MR,16.2,67,53,60,4.58,0,0
A888,MR,12.4,68,58,63,3.87,0,0
A889,MR,15,73,60,66,5.13,0,0
A890,MR,18.7,79,63,71,7.4,0,0
A891,BNS,19,64,43,53,3.92,12,6.5
A892,MR,15.3,69,67,68,5.3,13,4.7
A893,MR,16.1,80,66,73,6.74,0,0
A894,MR,14.8,89,76,82,7.82,0,0
A895,MR,14.1,65,52,58,3.73,0,0
A896,MR,17.4,80,59,69,6.51,0,0
A897,MR,14.7,56,45,50,2.89,0,0
A898,MR,18.1,79,56,67,6.38,0,0
A899,MR,15,59,46,52,3.19,0,0
A900,MR,18.8,57,50,53,4.15,0,0
A901,MR,17.9,62,48,55,4.25,0,0
A902,BNS,16.9,69,58,63,5.27,0,0
A903,MR,18.5,74,51,62,5.59,0,0
A904,MR,17.6,72,56,64,5.66,0,0
A905,MR,18,62,49,55,4.28,0,0
A906,MR,21.9,64,50,57,5.59,0,0
A907,MR,14,57,46,51,2.86,0,0
A908,KR,17.3,89,69,79,8.48,0,0
A909,KR,14.3,62,46,54,3.28,0,0
A910,KR,17.2,69,54,61,5.03,0,0
A911,KR,18.9,92,70,81,9.74,0,0
A912,KR,19.9,90,67,78,9.51,0,0
A913,KR,21.3,74,53,63,6.64,0,0
A914,KR,12,71,65,68,4.36,0,0
A915,KR,19.8,71,60,65,6.57,0,0
A916,KR,17.7,80,66,73,7.41,0,0
A917,KR,15.1,95,73,84,8.37,0,0
A918,MR,15.2,65,58,61,4.44,0,0
A919,BNS,16,68,52,60,4.52,0,0
A920,BNS,17.2,79,74,76,7.8,0,0
A921,BNS,16.5,98,79,88,9.5,18,5.3
A922,MR,12.3,75,62,68,4.47,0,0
A923,BNS,13.5,64,58,61,3.51,18,11.1
A924,MR,16,68,57,62,4.83,0,0
A925.A,BNS,9,57,53,55,2.14,0,0
A926,BNS,15.9,74,62,68,5.77,0,0
A927,MR,16.4,81,62,71,6.21,13,4.3
A928,BNS,16.3,86,76,81,7.87,18,6.3
A929,MR,10.2,66,49,57,2.6,0,0
A930,KR,18.5,64,45,54,4.24,0,0
A931,KR,16.3,112,82,97,12.05,0,0
A932,KR,17.5,63,45,54,4.01,0,0
A933,KR,13.6,68,50,59,3.72,0,0
A934,MR,10.1,57,51,54,2.31,0,0
A935,BNS,11.1,75,67,71,4.39,0,0
A936,BNS,11.1,67,57,62,3.35,0,0
A937,MR,11.2,67,57,62,3.38,0,0
A938,KR,12,51,43,47,2.08,0,0
A939,MR,11.5,55,47,51,2.35,0,0
A940,MR,11.8,69,55,62,3.56,0,0
A941,BNS,14.7,69,56,62,4.44,0,0
A942,MRS,22.1,72,57,64,7.11,0,0
A943,BNS,16.7,64,46,55,3.97,0,0
A944,MR,12.5,62,56,59,3.42,0,0
A945,MR,10.6,106,88,97,7.41,20,5.4
A946,MR,9.2,85,79,82,4.86,0,0
A947,MR,15.4,73,56,64,4.95,0,0
A948,MR,19.7,79,62,70,7.58,0,0
A949,MR,15.4,54,47,50,3.02,0,0
A950,MR,9.9,64,53,58,2.62,0,0
A951,MR,13,76,64,70,5,0,0
A952,KR,12.7,62,49,55,3.02,0,0
A953,MR,19.6,68,53,60,5.54,0,0
A954,KR,11,64,53,58,2.91,0,0
A955,KR,11.6,72,64,68,4.21,0,0
A956,KR,19.8,81,53,67,6.98,0,0
A957,KR,21.3,72,50,61,6.22,0,0
A958,KR,19.4,64,49,56,4.78,0,0
A959,KR,20.7,87,67,77,9.64,0,0
A960,MR,19,74,51,62,5.74,0,0
A961,MR,13.8,70,57,63,3.95,16,8.2
A962,BNS,20,73,50,61,5.84,0,0
A963,MB,11,98,89,93,7.26,14,2.9
A964,BNS,10.6,70,62,66,3.39,15,6.6
A965,KR,21.4,59,41,50,4.2,0,0
A966,KR,11.8,59,53,56,2.91,0,0
A967,MR,14.8,67,49,58,3.91,0,0
A968,MR,16.8,73,53,63,5.24,0,0
A969,MR,13.5,65,52,58,3.57,0,0
A970,MB,11.9,72,64,68,4.32,0,0
A971,KR,17.1,76,56,66,5.85,0,0
A972,KR,20.4,76,55,65,6.77,0,0
A973,KR,21.8,90,62,76,9.89,0,0
A974,KR,19.5,93,66,79,9.56,0,0
A975,KR,20.3,78,53,65,6.74,0,0
A976,MR,12.6,73,47,60,3.56,0,0
A977,MR,17,69,49,59,4.21,16,9.4
A978,BNS,14.6,54,47,50,2.87,0,0
A979,MR,17.7,59,48,53,3.9,0,0
A980,KR,21.1,64,41,52,4.48,0,0
A981,BNS,18.3,58,48,53,4.04,0,0
A982,BNS,14.1,53,47,50,2.77,0,0
A983,MB,14.5,80,68,74,6.24,0,0
A984,MR,18.7,69,48,58,4.94,0,0
A985,BNS,16.6,56,48,52,3.53,0,0
A986,MR,19.8,56,42,49,3.73,0,0
A987,KR,18.8,103,70,86,10.92,0,0
A988,KR,16.7,76,58,67,5.89,0,0
A989,KR,15,78,69,73,6.28,0,0
A990,KR,14.7,96,72,84,8.15,0,0
A991,KR,16.2,70,47,58,4.28,0,0
A992,KR,9.2,69,60,64,2.96,0,0
A993,KR,19.5,80,60,70,7.5,0,0
A994,KR,16.3,96,84,90,10.37,0,0
A995,BNS,16.2,115,92,103,13.5,0,0
A996,BNS,13,71,65,68,4.72,0,0
A997,MR,14.7,72,57,64,4.73,0,0
A998,MB,13.2,70,56,63,3.69,18,10.4
A999,MR,22.2,81,65,73,8.85,14,4.7
A1000,KR,21.1,75,53,64,6.79,0,0
A1001,MB,16.2,119,84,101,12.46,18,4
A1002,KR,12.4,65,53,59,3.39,0,0
A1003,KR,12.9,77,65,71,5.11,0,0
A1004,KR,21.9,62,44,53,4.83,0,0
A1005,MR,9.2,59,51,55,2.07,11,5.1
A1006,MR,11.4,51,43,47,1.98,0,0
A1007,MR,14.9,55,37,46,2.48,0,0
A1008,KR,16.7,69,51,60,4.48,12,5.1
A1009,KR,14.6,58,40,49,2.75,0,0
A1010,KR,20.1,63,45,54,4.6,0,0
A1011,KR,11.9,90,71,80,5.98,0,0
A1012,KR,15.3,67,58,62,4.62,0,0
A1013,MR,19.3,71,58,64,6.21,0,0
A1014,MRS,21.1,74,52,63,6.58,0,0
A1015,BNS,21.1,81,64,72,8.59,0,0
A1016,BNS,18.6,70,65,67,6.24,13,4.8
A1017,MR,11.3,66,55,60,3.2,0,0
A1018,KR,20.7,62,41,51,4.23,0,0
A1019,MR,17.5,62,41,51,3.57,0,0
A1020,MR,18.2,62,46,54,4.17,0,0
A1021,MR,14.4,63,57,60,4.07,0,0
A1022,BNS,19.3,69,43,56,4.75,0,0
A1023,MR,20.9,73,54,63,6.52,0,0
A1024,MR,21.4,83,62,72,8.71,0,0
A1025,MR,21,65,46,55,4.99,0,0
A1026,MR,18,70,53,61,5.26,0,0
A1027,MR,20.4,73,67,70,7.85,0,0
A1028,MR,19.3,66,46,56,4.75,0,0
A1029,MR,17.6,81,63,72,6.99,10,2.5
A1030,MR,21.3,96,77,86,12.37,0,0
A1031,MR,18.9,62,46,54,4.33,0,0
A1032,MB,19,57,42,49,3.58,0,0
A1033,BNS,15.9,64,52,58,3.63,19,13.7
A1034,MR,18.6,58,48,53,4.1,0,0
A1035,KR,19,69,41,55,4.51,0,0
A1036,KR,18.2,62,41,51,3.72,0,0
A1037,KR,21.3,65,43,54,4.88,0,0
A1038,KR,19.7,64,42,53,4.35,0,0
A1039,KR,13,75,57,66,4.45,0,0
A1040,KR,11.9,73,65,69,4.45,0,0
A1041,KR,12.3,91,73,82,6.5,0,0
A1042,KR,12.1,57,46,51,2.47,0,0
A1043,BNS,15.7,122,93,107,13.28,23,5.9
A1044,MR,19.1,62,53,57,4.87,0,0
A1045,BNS,15.2,66,51,58,4.02,0,0
A1046,MR,16.1,69,56,62,4.86,0,0
A1047,BNS,12.8,79,72,75,5.65,0,0
A1048,BNS,11.8,95,77,86,6.85,0,0
A1049,MR,18.9,60,46,53,4.17,0,0
A1050,MR,13.6,82,70,76,6.17,0,0
A1051,MR,19.7,107,82,94,13.67,0,0
A1052,MR,12.8,85,68,76,5.52,15,5
A1053,MR,19,70,49,59,5.19,0,0
A1054,MR,15.4,62,53,57,3.93,0,0
A1055,KR,17.3,65,44,54,3.96,0,0
A1056,KR,18.9,81,62,71,7.48,0,0
A1057,KR,11.5,73,58,65,3.82,0,0
A1058,KR,13.2,93,73,83,7.14,0,0
A1059,BNS,14.6,72,63,67,5.15,0,0
A1060,MR,18.5,65,44,54,4.24,0,0
A1061,MR,17,69,55,62,5.13,0,0
A1062,MB,15.4,63,48,55,3.66,0,0
A1063,KR,16.7,67,41,54,3.82,0,0
A1064,MB,11.5,86,72,79,5.45,13,3.4
A1065,KR,21.6,70,51,60,6.11,0,0
A1066,MB,11.3,77,65,71,4.22,15,5.7
A1067,MR,17.6,60,44,52,3.74,0,0
A1068,MR,15.3,70,60,65,5.08,0,0
A1069,MR,21,72,55,63,6.55,0,0
A1070,MR,15.8,74,57,65,5.24,0,0
A1071,MB,17.2,77,57,67,6.06,0,0
A1072,MB,17.7,64,48,56,4.36,0,0
A1073,KR,21.7,71,45,58,5.73,0,0
A1074,BNS,17,83,71,77,7.92,0,0
A1075,MR,20.2,57,38,47,3.5,0,0
A1076,MR,21.2,63,48,55,5.04,0,0
A1077,BNS,20.7,69,56,62,6.25,0,0
A1078,KR,18.2,58,39,48,3.29,0,0
A1079,KR,21.2,72,52,62,6.4,0,0
A1080,KR,18.7,63,45,54,4.28,0,0
A1081,KR,18.4,53,42,47,3.19,0,0
A1082,MR,14.9,57,42,49,2.81,0,0
A1083,KR,16.7,70,55,62,5.04,0,0
A1084,KR,20.6,67,47,57,5.26,0,0
A1085,MRS,16.4,70,47,58,4.33,0,0
A1086,MR,16.4,59,46,52,3.48,0,0
A1087,KR,16.9,81,60,70,6.5,0,0
A1088,MB,11.7,70,65,67,4.13,0,0
A1089,MB,16.9,76,58,67,5.96,0,0
A1090,MR,16.2,97,87,92,10.77,0,0
A1091,BNS,11.4,82,76,79,5.59,0,0
A1092,BNS,12,76,70,73,5.02,0,0
A1093,KR,20.9,73,52,62,6.31,0,0
A1094,KR,17.9,62,51,56,4.41,0,0
A1095,KR,21.1,64,46,55,5.01,0,0
A1096,KR,12.3,82,62,72,5.01,0,0
A1097,KR,11.4,62,52,57,2.91,0,0
A1098,MR,14.8,72,57,64,4.76,0,0
A1099,MR,20.2,84,59,71,8,0,0
A1100,MR,16.4,70,62,66,5.61,0,0
A1101,MR,12.7,62,53,57,3.24,0,0
A1102,KR,16.5,87,71,79,8.09,0,0
A1103,KR,21.2,86,70,78,10.13,0,0
A1104,KR,15.4,67,53,60,4.35,0,0
A1105,KR,14.7,74,57,65,4.88,0,0
A1106,KR,16,56,43,49,3.02,0,0
A1107,KR,12.9,60,51,55,3.06,0,0
A1108,BNS,14.8,116,100,108,13.56,0,0
A1109,BNS,8.3,78,74,76,3.16,27,16.1
A1110,MB,14.1,62,51,56,3.47,0,0
A1111,MR,17.3,82,64,73,7.24,0,0
A1112,MR,12.7,72,64,68,4.61,0,0
A1113,MB,15.4,70,57,63,4.8,0,0
A1114,MR,13.6,69,56,62,4.11,0,0
A1115,MR,14.7,71,69,70,5.66,0,0
A1116,MR,14.1,63,55,59,3.85,0,0
A1117,BNS,13.1,63,58,60,3.7,0,0
A1118,MR,12.9,70,63,66,4.41,0,0
A1119,BNS,14.5,132,114,123,17.23,0,0
A1120,BNS,11.6,112,97,104,9.85,0,0
A1121,MR,9.7,68,56,62,2.93,0,0
A1122,KR,16.8,55,43,49,3.17,0,0
A1123,KR,16.8,72,50,61,4.91,0,0
A1124,KR,14.8,91,82,86,8.26,15,3.9
A1125,KR,14.8,62,48,55,3.52,0,0
A1126,KR,12.1,78,62,70,4.66,0,0
A1127,KR,11,62,52,57,2.81,0,0
A1128,MB,18.5,108,81,94,12.84,0,0
A1129,BNS,10.2,91,77,84,5.65,0,0
A1130,BNS,10.8,102,91,96,7.82,0,0
A1131,KR,20.1,60,44,52,4.27,0,0
A1132,KR,12.1,83,77,80,6.08,0,0
A1133,KR,10.9,108,83,95,7.73,0,0
A1134,KR,21,81,62,71,8.31,0,0
A1135,MR,13.9,73,62,67,4.9,0,0
A1136,MR,12.2,88,73,80,6.13,0,0
A1137,MR,15.1,99,85,92,10.04,0,0
A1138,MR,14.9,91,73,82,7.87,0,0
A1139,MR,18.3,81,57,69,6.84,0,0
A1140,MR,17.5,85,59,72,6.28,22,11.9
A1141,MR,14,72,59,65,4.65,0,0
A1142,KR,13.1,115,92,103,10.92,0,0
A1143,KR,20.2,55,44,49,3.81,0,0
A1144,KR,17.3,66,52,59,4.73,0,0
A1145,KR,18.5,80,64,72,7.53,0,0
A1146,KR,22.2,73,47,60,6.28,0,0
A1147,KR,14.1,98,91,94,9.79,0,0
A1148,KR,14.8,123,98,110,14.06,0,0
A1149,MR,20.5,70,46,58,5.42,0,0
A1150,MR,14.9,87,68,77,6.94,0,0
A1151,MR,18.2,78,57,67,6.42,0,0
A1152,MR,20.4,62,45,53,4.5,0,0
